Constituent,"Young's
Modulus,
E (GPa)","Poisson's
Ratio,
v","Shear
Modulus,
G (GPa)","Plane-strain
Bulk Modulus,
K (GPa)"
Epoxy,2.800,0.300,1.077,2.692
