Constituent,"Axial
Young's
Modulus,
E1 (GPa)","Transverse
Young's
Modulus,
E2 (GPa)","Axial
Shear
Modulus,
G12 (GPa)","Transverse
Shear
Modulus,
G23 (GPa)","Major
Poisson's
Ratio,
v12","Plane-strain
Bulk
Modulus,
K23 (GPa)"
Graphite,180.000,20.000,15.000,10.000,0.290,10.190
