Constituent,"Axial
Young's
Modulus,
E1 (GPa)","Transverse
Young's
Modulus,
E2 (GPa)","Axial
Shear
Modulus,
G12 (GPa)","Transverse
Shear
Modulus,
G23 (GPa)","Major
Poisson's
Ratio,
v12","Plane-strain
Bulk
Modulus,
K23 (GPa)"
Carbon,250.000,25.000,20.000,10.000,0.280,17.023
