Constituent,"Young's
Modulus,
E (GPa)","Poisson's
Ratio,
v","Shear
Modulus,
G (GPa)","Plane-strain
Bulk Modulus,
K (GPa)"
Fiberglass,120.000,0.290,46.512,110.742
